catalog_release,gene_set_id,gene_set_size,phenotype,definition,gene_symbol,ensembl_gene_id,evidence,effect_direction,effect_beta,p_value,source_id,source_title,source_release,source_url,source_retrieved_date,source_usage_note,membership_notes
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,CYLC2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,CYP11B1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DAGLA,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DAPP1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DCC,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DDC,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DDHD2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DDX3X,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DDX53,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DEAF1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DENR,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DHCR7,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DIP2A,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DIP2C,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DIPK2A,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DISC1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DIXDC1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLG1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLG2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLG4,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLGAP1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLGAP2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLGAP3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLL1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLX2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLX3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DLX6,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DMPK,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DMWD,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DMXL2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DNAH10,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DNAH17,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DNAH3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DNER,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DNMT3A,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DOCK1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DOCK4,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DOCK8,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DOT1L,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DPP10,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DPP3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DPP4,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DPP6,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DPYD,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DPYSL2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DPYSL3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DRD1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DRD2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DRD3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DSCAM,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DST,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DUSP15,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DVL3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DYDC1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DYDC2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DYNC1H1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,DYRK1A,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EBF3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ECPAS,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EFR3A,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EGR3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EHMT1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EIF3G,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EIF4E,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ELAVL2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ELAVL3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ELOVL2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ELP2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ELP4,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EMSY,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EN2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EP300,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EP400,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EPC2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EPHA1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EPHB2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EPPK1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ERBIN,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ERG,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ERMN,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ESR2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ESRRB,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,ETFB,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EXOC3,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EXOC5,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EXOC6,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EXOC6B,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,EXT1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FABP5,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FAM47A,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FAM98C,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FAN1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FAT1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FBN1,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FBXO11,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FBXO33,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FBXO40,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FCRL6,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FEZF2,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_sfari_score12,952,ASD,Exact legacy SFARI score-1-or-2 list,FGA,.,.,.,.,.,sfari_2026_01_legacy,SFARI export used by the legacy pipeline,retrieved 2026-01-15,https://gene.sfari.org/tools/,2026-08-29,.,Exact historical pipeline artifact
