catalog_release,gene_set_id,gene_set_size,phenotype,definition,gene_symbol,ensembl_gene_id,evidence,effect_direction,effect_beta,p_value,source_id,source_title,source_release,source_url,source_retrieved_date,source_usage_note,membership_notes
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHFR,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHODH,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHPS,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHRS3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHTKD1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHX16,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHX30,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHX34,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHX37,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DHX9,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DIP2B,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DIP2C,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DIS3L2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DISP1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DKC1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLAT,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLD,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLG2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLG3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLG4,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLG5,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLL1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLL3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLL4,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DLX5,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DMD,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DMP1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DMPK,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNA2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAAF11,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAAF19,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAAF3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAAF4,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAAF5,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAAF6,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAH14,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAH5,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAH9,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAJB13,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAJB4,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNAJC12,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNM1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNM1L,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNMT3A,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DNMT3B,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOCK2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOCK3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOCK4,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOCK6,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOCK7,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOCK8,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOHH,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOLK,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DOT1L,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DPAGT1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DPF2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DPH5,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DPM1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DPM3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DPYSL5,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DRC1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DRC2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DRC4,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DRG1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DSE,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DSG1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DSP,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DSPP,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DSTYK,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DVL1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DVL3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DYM,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DYNC1H1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DYNC1I2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DYNC2H1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DYNC2I1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DYNC2I2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DYNC2LI1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,DYRK1A,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EBF3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EBP,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,ECEL1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,ECHS1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,ECM1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EDA,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EDAR,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EDEM3,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EDN1,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EDNRA,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EDNRB,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EED,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EEF1A2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
2026-08-29,legacy_ddg2p_all,2530,Developmental disorder,Exact legacy DDG2P all-gene list,EEF1B2,.,.,.,.,.,ddg2p_2025_12_28_legacy,DDG2P export used by the legacy pipeline,2025-12-28,https://www.ebi.ac.uk/gene2phenotype/,2026-08-29,.,Exact historical pipeline artifact
